"AccSpeciesName","OrigValueStr"
"Napoleonaea vogelii","purple"
"Napoleonaea vogelii","white"
"Napoleonaea vogelii","yellow"
"Nauclea diderrichii","green"
"Nauclea diderrichii","white"
"Nauclea diderrichii","yellow"
"Nauclea vanderguchtii","white"
"Nauplius daltonii subsp. vogelii","yellow"
"Brunia paleacea","white"
"Brunia paleacea","yellow"
"Nelsonia canescens","blue"
"Nelsonia canescens","white"
"Nelsonia smithii","pink"
"Nelsonia smithii","white"
"Nemesia denticulata","blue"
"Nemesia denticulata","pink"
"Nemesia denticulata","white"
"Nemesia silvatica","white"
"Nemesia williamsonii","orange"
"Nemesia williamsonii","yellow"
"Nemum angolense","brown"
"Nemum spadiceum","brown"
"Neobolusia stolzii","green"
"Neobolusia stolzii","purple"
"Neobolusia stolzii","yellow"
"Neobolusia tysonii","brown"
"Neobolusia tysonii","green"
"Neobolusia tysonii","pink"
"Neobolusia tysonii","white"
"Neoboutonia mannii","green"
"Neoboutonia mannii","yellow"
"Neocarya macrophylla","pink"
"Neocarya macrophylla","white"
"Wurmbea glassii","yellow"
"Neonotonia wightii","purple"
"Neonotonia wightii","white"
"Neorautanenia mitis","blue"
"Neorautanenia mitis","green"
"Neorautanenia mitis","purple"
"Neoschumannia kamerunensis","green"
"Neoschumannia kamerunensis","purple"
"Neoschumannia kamerunensis","white"
"Nepeta stachyoides","blue"
"Nepeta stachyoides","pink"
"Nepeta stachyoides","purple"
"Nepeta stachyoides","white"
"Nephelium lappaceum","green"
"Nephelium lappaceum","white"
"Nephelium lappaceum","yellow"
"Neptunia oleracea","yellow"
"Nerine undulata","pink"
"Nerine angustifolia","pink"
"Nerine filamentosa","pink"
"Nerine filifolia","pink"
"Nerine undulata","pink"
"Nerine gibsonii","pink"
"Nerine gibsonii","purple"
"Nerine gibsonii","white"
"Nerine gracilis","pink"
"Nerine gracilis","white"
"Nerine humilis","pink"
"Nerine humilis","purple"
"Nerine huttoniae","pink"
"Nerine huttoniae","red"
"Nerine masoniorum","pink"
"Nerine sarniensis","pink"
"Nerine sarniensis","red"
"Nerine sarniensis","white"
"Nerine undulata","pink"
"Nerium oleander","pink"
"Nerium oleander","red"
"Nerium oleander","white"
"Nervilia adolphi","brown"
"Nervilia adolphi","green"
"Nervilia adolphi","pink"
"Nervilia adolphi","purple"
"Nervilia adolphi","white"
"Nervilia adolphi","brown"
"Nervilia adolphi","green"
"Nervilia adolphi","pink"
"Nervilia adolphi","purple"
"Nervilia adolphi","white"
"Nervilia bicarinata","green"
"Nervilia bicarinata","purple"
"Nervilia bicarinata","white"
"Nervilia fuerstenbergiana","brown"
"Nervilia fuerstenbergiana","green"
"Nervilia fuerstenbergiana","pink"
"Nervilia fuerstenbergiana","purple"
"Nervilia fuerstenbergiana","white"
"Nervilia fuerstenbergiana","pink"
"Nervilia fuerstenbergiana","purple"
"Nervilia fuerstenbergiana","white"
"Nervilia crociformis","green"
"Nervilia crociformis","purple"
"Nervilia crociformis","white"
"Nervilia kotschyi","brown"
"Nervilia kotschyi","green"
"Nervilia kotschyi","white"
"Nervilia kotschyi","yellow"
"Nervilia petraea","brown"
"Nervilia petraea","green"
"Nervilia petraea","purple"
"Nervilia petraea","white"
"Nervilia petraea","yellow"
"Nervilia shirensis","green"
"Nervilia shirensis","purple"
"Nervilia shirensis","yellow"
"Nervilia petraea","green"
"Nervilia petraea","purple"
"Nervilia petraea","white"
"Nervilia stolziana","purple"
"Nervilia stolziana","red"
"Nervilia stolziana","yellow"
"Nervilia bicarinata","green"
"Nervilia bicarinata","purple"
"Nervilia bicarinata","white"
"Nesaea cordata","purple"
"Nesphostylis holosericea","blue"
"Nesphostylis holosericea","purple"
"Nesphostylis holosericea","white"
"Neurotheca corymbosa","blue"
"Neurotheca corymbosa","purple"
"Neurotheca loeselioides","blue"
"Newbouldia laevis","pink"
"Newbouldia laevis","purple"
"Newbouldia laevis","red"
"Newbouldia laevis","white"
"Newtonia buchananii","white"
"Newtonia buchananii","yellow"
"Newtonia devredii","green"
"Newtonia devredii","white"
"Newtonia duparquetiana","green"
"Newtonia duparquetiana","white"
"Nicandra physalodes","white"
"Nicandra physalodes","yellow"
"Nichallea soyauxii","white"
"Nicotiana glauca","green"
"Nicotiana glauca","orange"
"Nicotiana glauca","yellow"
"Nicotiana rustica","yellow"
"Nidorella auriculata","yellow"
"Nidorella resedifolia","yellow"
"Nidorella spartioides","yellow"
"Nivenia binata","blue"
"Nivenia stokoei","blue"
"Nonea vesicaria","red"
"Notobubon galbanum","yellow"
"Notobubon laevigatum","yellow"
"Notoceras bicorne","pink"
"Notoceras bicorne","yellow"
"Notoceras bicorne","pink"
"Notoceras bicorne","yellow"
"Nuxia congesta","white"
"Nuxia oppositifolia","purple"
"Nuxia oppositifolia","white"
"Nymania capensis","pink"
"Nymania capensis","red"
"Nymphaea nouchali var. caerulea","blue"
"Nymphaea nouchali var. caerulea","pink"
"Nymphaea nouchali var. caerulea","purple"
"Nymphaea guineensis","blue"
"Nymphaea guineensis","purple"
"Nymphaea guineensis","white"
"Nymphaea lotus","white"
"Nymphaea maculata","white"
"Nymphaea micrantha","blue"
"Nymphaea micrantha","purple"
"Nymphaea nouchali","green"
"Nymphaea nouchali","purple"
"Nymphaea nouchali","white"
"Nymphaea nouchali","yellow"
"Nymphoides brevipedicellata","white"
"Nymphoides brevipedicellata","yellow"
"Nymphoides ezannoi","white"
"Nymphoides forbesiana","yellow"
"Nymphoides indica","white"
"Nymphoides indica","yellow"
"Nymphoides indica","white"
"Nypa fruticans","yellow"
"Obetia radula","brown"
"Obetia tenax","brown"
"Obetia tenax","white"
"Obetia tenax","yellow"
"Ochna afzelii","white"
"Ochna afzelii subsp. congoensis","white"
"Ochna afzelii subsp. congoensis","yellow"
"Ochna","orange"
"Ochna","white"
"Ochna","yellow"
"Ochna insculpta","red"
"Ochna insculpta","yellow"
"Ochna katangensis","orange"
"Ochna katangensis","yellow"
"Ochna leptoclada","orange"
"Ochna leptoclada","red"
"Ochna leptoclada","yellow"
"Ochna macrocalyx","yellow"
"Ochna manikensis","brown"
"Ochna manikensis","red"
"Ochna manikensis","yellow"
"Ochna pulchra","yellow"
"Ochna rhizomatosa","yellow"
"Ochna schweinfurthiana","yellow"
"Ochna serrulata","yellow"
"Ochroma pyramidale","white"
"Ocimum americanum","purple"
"Ocimum dambicola","purple"
"Ocimum dambicola","white"
"Ocimum ericoides","yellow"
"Ocimum gratissimum","green"
"Ocimum gratissimum","purple"
"Ocimum gratissimum","white"
"Ocimum lamiifolium","pink"
"Ocimum lamiifolium","purple"
"Ocimum lamiifolium","white"
"Ocimum obovatum","purple"
"Ocimum obovatum","white"
"Ocimum obovatum var. galpinii","pink"
"Ocimum obovatum var. galpinii","white"
"Ocimum vanderystii","white"
"Ocotea usambarensis","green"
"Ocotea usambarensis","white"
"Ocotea usambarensis","yellow"
"Odontonema cuspidatum","red"
"Odontonema tubaeforme","red"
"Oeceoclades maculata","green"
"Oeceoclades maculata","pink"
"Oeceoclades maculata","white"
"Oeceoclades saundersiana","green"
"Oeceoclades saundersiana","purple"
"Oeceoclades saundersiana","white"
"Oedera capensis","orange"
"Oedera capensis","yellow"
"Oedera imbricata","orange"
"Oedera imbricata","yellow"
"Oenanthe palustris","green"
"Oenanthe palustris","white"
"Oenanthe palustris","yellow"
"Oftia africana","white"
"Okoubaka aubrevillei","green"
"Olax obtusifolia","green"
"Olax obtusifolia","white"
"Olax subscorpioidea","green"
"Olax subscorpioidea","white"
"Oldenlandia affinis","blue"
"Oldenlandia affinis","purple"
"Oldenlandia goreensis","pink"
"Oldenlandia goreensis","purple"
"Oldenlandia goreensis","white"
"Oldenlandia corymbosa","white"
"Oldenlandia herbacea","pink"
"Oldenlandia herbacea","purple"
"Oldenlandia herbacea","white"
"Oldenlandia lancifolia","pink"
"Oldenlandia lancifolia","purple"
"Oldenlandia lancifolia","white"
"Oldenlandia monanthos","pink"
"Oldenlandia monanthos","white"
"Oldenlandia wiedemannii","blue"
"Oldenlandia wiedemannii","pink"
"Oldenlandia wiedemannii","purple"
"Oldenlandia wiedemannii","white"
"Oldfieldia dactylophylla","brown"
"Oldfieldia dactylophylla","yellow"
"Olea capensis","white"
"Olea europaea subsp. cuspidata","white"
"Olinia rochetiana","green"
"Olinia rochetiana","pink"
"Olinia rochetiana","red"
"Olinia rochetiana","white"
"Olinia rochetiana","yellow"
"Oliverella rubroviridis","red"
"Olyra latifolia","green"
"Omphalocarpum elatum","white"
"Omphalocarpum mortehanii","white"
"Omphalocarpum procerum","white"
"Oncinema lineare","green"
"Oncinema lineare","purple"
"Oncinema lineare","yellow"
"Oncinotis tenuiloba","green"
"Oncinotis tenuiloba","yellow"
"Oncoba brachyanthera","white"
"Oncoba crepiniana","orange"
"Oncoba crepiniana","white"
"Oncoba crepiniana","yellow"
"Oncoba dentata","white"
"Oncoba echinata","white"
"Oncoba glauca","orange"
"Oncoba glauca","white"
"Oncoba glauca","yellow"
"Xylotheca kraussiana","white"
"Oncoba spinosa","white"
"Oncoba welwitschii","orange"
"Oncoba welwitschii","white"
"Oncoba welwitschii","yellow"
"Oncosiphon grandiflorum","yellow"
"Ondetia linearis","yellow"
"Ongokea gore","white"
"Wurmbea punctata","pink"
"Wurmbea punctata","white"
"Ononis cristata","pink"
"Ononis cristata","white"
"Ononis natrix subsp. prostrata","yellow"
"Ophioglossum costatum","green"
"Ophioglossum costatum","yellow"
"Liparis nervosa","brown"
"Liparis nervosa","green"
"Liparis nervosa","purple"
"Liparis nervosa","yellow"
"Opilia amentacea","green"
"Opilia amentacea","yellow"
"Oplismenus burmannii","green"
"Oplismenus burmannii","white"
"Oplismenus hirtellus","brown"
"Oplismenus hirtellus","green"
"Oplismenus hirtellus","purple"
"Oplismenus hirtellus","red"
"Opuntia dillenii","orange"
"Opuntia dillenii","yellow"
"Opuntia monacantha","yellow"
"Orbea cooperi","brown"
"Orbea cooperi","purple"
"Pachycymbium decaisneanum","brown"
"Pachycymbium decaisneanum","orange"
"Pachycymbium decaisneanum","red"
"Pachycymbium decaisneanum","white"
"Orbivestus cinerascens","purple"
"Oreosyce africana","white"
"Oreosyce africana","yellow"
"Ormocarpum schliebenii","yellow"
"Ormocarpum trachycarpum","purple"
"Ormocarpum trachycarpum","white"
"Ormocarpum trachycarpum","yellow"
"Ornithogalum cirrhulosum J.C. Manning & Goldblatt","brown"
"Ornithogalum cirrhulosum J.C. Manning & Goldblatt","green"
"Ornithogalum cirrhulosum J.C. Manning & Goldblatt","yellow"
"Ornithogalum juncifolium","brown"
"Ornithogalum juncifolium","white"
"Ornithogalum constrictum","green"
"Ornithogalum constrictum","white"
"Ornithogalum corticatum","white"
"Ornithogalum dubium","orange"
"Ornithogalum dubium","yellow"
"Ornithogalum flexuosum","white"
"Ornithogalum graminifolium","white"
"Ornithogalum juncifolium","white"
"Albuca bracteata","green"
"Albuca bracteata","white"
"Ornithogalum malodorum J.C. Manning & Goldblatt","brown"
"Ornithogalum malodorum J.C. Manning & Goldblatt","green"
"Ornithogalum malodorum J.C. Manning & Goldblatt","yellow"
"Ornithogalum neopatersonia","green"
"Ornithogalum neopatersonia","white"
"Ornithogalum paludosum","white"
"Ornithogalum princeps","green"
"Ornithogalum princeps","pink"
"Ornithogalum pruinosum","white"
"Ornithogalum rupestre","green"
"Ornithogalum rupestre","yellow"
"Ornithogalum baurii","white"
"Albuca virens","green"
"Albuca virens","white"
"Albuca virens","yellow"
"Ornithogalum thyrsoides","white"
"Ornithogalum xanthochlorum","green"
"Ornithogalum xanthochlorum","yellow"
"Ornithoglossum vulgare","brown"
"Ornithoglossum vulgare","green"
"Ornithoglossum vulgare","purple"
"Ornithoglossum vulgare","yellow"
"Orobanche minor","blue"
"Orobanche minor","purple"
"Orobanche minor","white"
"Orobanche minor","yellow"
"Orphium frutescens","pink"
"Orphium frutescens","white"
"Orthanthera albida","white"
"Orthanthera jasminiflora","white"
"Orthanthera jasminiflora","yellow"
"Orthochilus aculeatus (L. f.) Bytebier","green"
"Orthochilus aculeatus (L. f.) Bytebier","pink"
"Orthochilus aculeatus (L. f.) Bytebier","purple"
"Orthochilus aculeatus (L. f.) Bytebier","red"
"Orthochilus aculeatus (L. f.) Bytebier","white"
"Orthochilus aculeatus (L. f.) Bytebier","yellow"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","green"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","pink"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","purple"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","red"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","white"
"Orthochilus aculeatus (L. f.) Bytebier subsp aculeatus","yellow"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","green"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","pink"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","purple"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","red"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","white"
"Orthochilus aculeatus subsp huttonii (Rolfe) Bytebier","yellow"
"Orthochilus aurantiacus (Rolfe) Bytebier","orange"
"Orthochilus aurantiacus (Rolfe) Bytebier","red"
"Orthochilus carsonii (Rolfe) Bytebier","white"
"Orthochilus carsonii (Rolfe) Bytebier","yellow"
"Orthochilus ensatus (Lindl.) Bytebier","yellow"
"Orthochilus euanthus (Schltr.) Bytebier","pink"
"Orthochilus euanthus (Schltr.) Bytebier","purple"
"Orthochilus euanthus (Schltr.) Bytebier","white"
"Orthochilus foliosus (Lindl.) Bytebier","green"
"Orthochilus foliosus (Lindl.) Bytebier","purple"
"Orthochilus foliosus (Lindl.) Bytebier","white"
"Orthochilus foliosus (Lindl.) Bytebier","yellow"
"Eulophia mechowii","white"
"Eulophia mechowii","yellow"
"Eulophia welwitschii","purple"
"Eulophia welwitschii","red"
"Eulophia welwitschii","white"
"Eulophia welwitschii","yellow"
"Oryza longistaminata","brown"
"Oryza longistaminata","green"
"Osbeckia tubulosa","pink"
"Lampranthus deltoides","pink"
"Osmitopsis asteriscoides","white"
"Osmitopsis asteriscoides","yellow"
"Dimorphotheca caulescens","white"
"Dimorphotheca caulescens","yellow"
"Osteospermum grandidentatum","yellow"
"Osteospermum imbricatum","yellow"
"Tripteris monocephala","yellow"
"Tripteris oppositifolia","yellow"
"Tripteris vaillantii","yellow"
"Tripteris volkensii","yellow"
"Osyris lanceolata","green"
"Osyris lanceolata","yellow"
"Otholobium bracteolatum","blue"
"Otholobium bracteolatum","purple"
"Otholobium bracteolatum","white"
"Otholobium caffrum","purple"
"Otholobium thomii","purple"
"Othonna carnosa","yellow"
"Othonna natalensis","yellow"
"Otiophora caerulea","blue"
"Otiophora caerulea","pink"
"Otiophora caerulea","purple"
"Otiophora pycnostachys","pink"
"Otiophora pycnostachys","red"
"Otiophora pycnostachys","white"
"Otiophora scabra","blue"
"Otiophora scabra","pink"
"Otiophora scabra","purple"
"Otiophora scabra","red"
"Otiophora scabra","white"
"Otiophora stolzii","blue"
"Otiophora stolzii","pink"
"Otiophora stolzii","purple"
"Otiophora stolzii","white"
"Otomeria guineensis","white"
"Otoptera burchellii","purple"
"Ottelia muricata","white"
"Ottelia ulvifolia","white"
"Ottelia ulvifolia","yellow"
"Gomphia scheffleri subsp. schusteri","yellow"
"Oxalis chapmanae","pink"
"Oxalis chapmanae","purple"
"Oxalis corniculata","yellow"
"Oxalis debilis var. corymbosa","blue"
"Oxalis debilis var. corymbosa","pink"
"Oxalis debilis var. corymbosa","purple"
"Oxalis latifolia","pink"
"Oxalis latifolia","purple"
"Oxalis purpurea","pink"
"Oxalis purpurea","purple"
"Oxalis corniculata","yellow"
"Oxalis semiloba","pink"
"Oxalis semiloba","purple"
"Oxalis semiloba subsp. uhehensis","pink"
"Oxalis semiloba subsp. uhehensis","purple"
"Oxalis smithiana","blue"
"Oxalis smithiana","pink"
"Oxalis smithiana","purple"
"Oxalis trichophylla","pink"
"Oxalis trichophylla","purple"
"Oxyanthus racemosus","white"
"Oxyanthus speciosus","white"
"Oxyanthus speciosus","white"
"Oxyanthus speciosus","white"
"Oxyanthus unilocularis","white"
"Oxygonum delagoense","green"
"Oxygonum delagoense","pink"
"Oxygonum delagoense","white"
"Oxygonum sinuatum","pink"
"Oxygonum sinuatum","white"
"Oxystelma bornouense","purple"
"Oxystelma bornouense","red"
"Oxystelma bornouense","white"
"Oxystigma buchholzii","white"
"Oxytenanthera abyssinica","brown"
"Oxytenanthera abyssinica","white"
"Oxytenanthera abyssinica","yellow"
"Ozoroa dispar","white"
"Ozoroa insignis","white"
"Ozoroa insignis","yellow"
"Ozoroa insignis subsp. reticulata","white"
"Ozoroa obovata","white"
"Pachira glabra","green"
"Pachira glabra","red"
"Pachira glabra","white"
"Pachira glabra","yellow"
"Pachites appressus","green"
"Pachites appressus","pink"
"Pachycarpus bisacculatus","purple"
"Pachycarpus bisacculatus","white"
"Pachycarpus campanulatus","green"
"Pachycarpus campanulatus","white"
"Pachycarpus campanulatus","yellow"
"Pachycarpus concolor","brown"
"Pachycarpus concolor","green"
"Pachycarpus concolor","purple"
"Pachycarpus dealbatus","brown"
"Pachycarpus dealbatus","green"
"Pachycarpus dealbatus","yellow"
"Pachycarpus eximius","white"
"Pachycarpus grandiflorus","green"
"Pachycarpus grandiflorus","purple"
"Pachycarpus grandiflorus","red"
"Pachycarpus grandiflorus","yellow"
"Pachycarpus pachyglossus","purple"
"Pachycarpus pachyglossus","white"
"Pachycarpus pachyglossus","yellow"
"Pachycarpus reflectens","green"
"Pachycarpus reflectens","purple"
"Pachycarpus reflectens","white"
"Pachycarpus reflectens","yellow"
"Pachypodium lamerei","white"
"Pachypodium lealii","pink"
"Pachypodium lealii","white"
"Pachypodium namaquanum","brown"
"Pachypodium namaquanum","purple"
"Pachypodium namaquanum","red"
"Pachypodium namaquanum","yellow"
"Palisota ambigua","blue"
"Palisota ambigua","purple"
"Palisota barteri","pink"
"Palisota barteri","white"
"Palisota hirsuta","pink"
"Palisota hirsuta","red"
"Palisota hirsuta","white"
"Palisota mannii","purple"
"Palisota mannii","white"
"Palisota preussiana","purple"
"Palisota preussiana","red"
"Palisota preussiana","white"
"Palisota schweinfurthii","pink"
