"AccSpeciesName","OrigValueStr"
"Gazania splendidissima Mucina, Magee & Boatwr.","orange"
"Gazania splendidissima Mucina, Magee & Boatwr.","yellow"
"Geigeria acaulis","yellow"
"Geigeria ornativa","yellow"
"Geigeria pectidea","yellow"
"Geissorhiza aspera","blue"
"Geissorhiza aspera","purple"
"Geissorhiza aspera","white"
"Geissorhiza foliosa","pink"
"Geissorhiza foliosa","purple"
"Geissorhiza foliosa","white"
"Geissorhiza hesperanthoides","blue"
"Geissorhiza hesperanthoides","purple"
"Geissorhiza rosea","blue"
"Geissorhiza rosea","purple"
"Geissorhiza rosea","white"
"Geissorhiza inflexa","pink"
"Geissorhiza inflexa","purple"
"Geissorhiza inflexa","white"
"Geissorhiza nana","white"
"Geissorhiza ornithogaloides","yellow"
"Geissorhiza ovata","pink"
"Geissorhiza ovata","white"
"Geissorhiza parva","white"
"Geissorhiza parva","yellow"
"Geissorhiza radians","blue"
"Geissorhiza radians","purple"
"Geissorhiza radians","red"
"Geissorhiza schinzii","pink"
"Geissorhiza schinzii","white"
"Genista capitellata","yellow"
"Genista ifniensis","yellow"
"Genista segonnei","yellow"
"Genlisea africana","purple"
"Genlisea hispidula","purple"
"Genlisea hispidula","yellow"
"Genlisea africana subsp. stapfii","blue"
"Genlisea africana subsp. stapfii","pink"
"Genlisea africana subsp. stapfii","purple"
"Geophila erythrocarpa","white"
"Geophila lancistipula","white"
"Geophila obvallata","white"
"Geophila repens","white"
"Geranium aculeolatum","pink"
"Geranium aculeolatum","purple"
"Geranium aculeolatum","white"
"Geranium amatolicum","pink"
"Geranium amatolicum","purple"
"Geranium arabicum","pink"
"Geranium arabicum","purple"
"Geranium arabicum","white"
"Geranium baurianum","pink"
"Geranium baurianum","purple"
"Geranium caffrum","pink"
"Geranium caffrum","purple"
"Geranium caffrum","white"
"Geranium discolor","pink"
"Geranium discolor","purple"
"Geranium discolor","white"
"Geranium flanaganii","pink"
"Geranium flanaganii","purple"
"Geranium incanum","pink"
"Geranium incanum","white"
"Geranium kilimandscharicum","pink"
"Geranium kilimandscharicum","red"
"Geranium multisectum","pink"
"Geranium multisectum","purple"
"Geranium mascatense","pink"
"Geranium mascatense","purple"
"Geranium mascatense","red"
"Geranium wakkerstroomianum","pink"
"Geranium wakkerstroomianum","purple"
"Geranium wakkerstroomianum","red"
"Geranium wakkerstroomianum","white"
"Gerardiina angolensis","blue"
"Gerardiina angolensis","pink"
"Gerardiina angolensis","purple"
"Gerardiina angolensis","white"
"Gerbera ambigua","orange"
"Gerbera ambigua","pink"
"Gerbera ambigua","purple"
"Gerbera ambigua","white"
"Gerbera ambigua","yellow"
"Gerbera cordata","white"
"Gerbera cordata","yellow"
"Gerbera piloselloides","pink"
"Gerbera piloselloides","red"
"Gerbera piloselloides","white"
"Gerbera viridifolia","pink"
"Gerbera viridifolia","white"
"Gethyllis campanulata","yellow"
"Gethyllis grandiflora","white"
"Gethyllis villosa","pink"
"Gethyllis villosa","white"
"Geum capense","yellow"
"Gilbertiodendron brachystegioides","red"
"Gilbertiodendron dewevrei","red"
"Gilbertiodendron limosum","pink"
"Gilbertiodendron unijugum","white"
"Gilletiodendron glandulosum","white"
"Gisekia africana","pink"
"Gisekia africana","white"
"Gisekia pharnaceoides","pink"
"Gisekia pharnaceoides","white"
"Gisekia pharnaceoides","yellow"
"Gladiolus abbreviatus","orange"
"Gladiolus abbreviatus","red"
"Gladiolus actinomorphanthus","white"
"Gladiolus actinomorphanthus","yellow"
"Gladiolus acuminatus","green"
"Gladiolus acuminatus","yellow"
"Gladiolus alatus","orange"
"Gladiolus alatus","yellow"
"Gladiolus atropurpureus","purple"
"Gladiolus atropurpureus","white"
"Gladiolus brevifolius","pink"
"Gladiolus bullatus","blue"
"Gladiolus bullatus","purple"
"Gladiolus bullatus","yellow"
"Gladiolus carinatus","blue"
"Gladiolus carinatus","pink"
"Gladiolus carinatus","purple"
"Gladiolus carinatus","yellow"
"Gladiolus carmineus","pink"
"Gladiolus carneus","pink"
"Gladiolus carneus","yellow"
"Gladiolus crassifolius","orange"
"Gladiolus crassifolius","pink"
"Gladiolus crassifolius","purple"
"Gladiolus cunonius","red"
"Gladiolus dalenii subsp. andongensis","brown"
"Gladiolus dalenii subsp. andongensis","green"
"Gladiolus dalenii subsp. andongensis","orange"
"Gladiolus dalenii subsp. andongensis","red"
"Gladiolus dalenii subsp. andongensis","yellow"
"Gladiolus dalenii","brown"
"Gladiolus dalenii","green"
"Gladiolus dalenii","orange"
"Gladiolus dalenii","red"
"Gladiolus dalenii","yellow"
"Gladiolus debilis","pink"
"Gladiolus debilis","white"
"Gladiolus decoratus","orange"
"Gladiolus decoratus","red"
"Gladiolus decoratus","white"
"Gladiolus decoratus","yellow"
"Gladiolus ecklonii","pink"
"Gladiolus ecklonii","purple"
"Gladiolus ecklonii","white"
"Gladiolus permeabilis subsp. edulis","white"
"Gladiolus emiliae","brown"
"Gladiolus emiliae","yellow"
"Gladiolus erectiflorus","pink"
"Gladiolus erectiflorus","purple"
"Gladiolus erectiflorus","red"
"Gladiolus erectiflorus","white"
"Gladiolus involutus","blue"
"Gladiolus involutus","white"
"Gladiolus floribundus","pink"
"Gladiolus floribundus","white"
"Gladiolus gracilis","blue"
"Gladiolus gracilis","brown"
"Gladiolus gracilis","pink"
"Gladiolus gracilis","yellow"
"Gladiolus grandiflorus","pink"
"Gladiolus grandiflorus","white"
"Gladiolus grandiflorus","yellow"
"Gladiolus gregarius","brown"
"Gladiolus gregarius","pink"
"Gladiolus gregarius","purple"
"Gladiolus gregarius","red"
"Gladiolus gregarius","white"
"Gladiolus gregarius","yellow"
"Gladiolus gueinzii","pink"
"Gladiolus gueinzii","purple"
"Gladiolus guthriei","pink"
"Gladiolus guthriei","red"
"Gladiolus hirsutus","pink"
"Gladiolus hirsutus","purple"
"Gladiolus inandensis","purple"
"Gladiolus inandensis","white"
"Gladiolus","red"
"Gladiolus inflatus","pink"
"Gladiolus inflatus","white"
"Gladiolus inflexus","blue"
"Gladiolus inflexus","purple"
"Gladiolus involutus","pink"
"Gladiolus involutus","white"
"Gladiolus gregarius","purple"
"Gladiolus gregarius","red"
"Gladiolus gregarius","white"
"Gladiolus laxiflorus","pink"
"Gladiolus laxiflorus","purple"
"Gladiolus liliaceus","brown"
"Gladiolus liliaceus","green"
"Gladiolus liliaceus","orange"
"Gladiolus longicollis","white"
"Gladiolus longicollis","yellow"
"Gladiolus maculatus","brown"
"Gladiolus maculatus","purple"
"Gladiolus maculatus","white"
"Gladiolus maculatus","yellow"
"Gladiolus martleyi","pink"
"Gladiolus martleyi","white"
"Gladiolus melleri","orange"
"Gladiolus melleri","pink"
"Gladiolus melleri","red"
"Gladiolus melleri","white"
"Gladiolus melleri","yellow"
"Gladiolus meridionalis","pink"
"Gladiolus meridionalis","yellow"
"Gladiolus miniatus","pink"
"Gladiolus miniatus","red"
"Gladiolus carneus","pink"
"Gladiolus muenzneri","orange"
"Gladiolus muenzneri","pink"
"Gladiolus muenzneri","red"
"Gladiolus muenzneri","white"
"Gladiolus muenzneri","yellow"
"Gladiolus ochroleucus","pink"
"Gladiolus ochroleucus","purple"
"Gladiolus ochroleucus","white"
"Gladiolus ochroleucus","yellow"
"Gladiolus oligophlebius","pink"
"Gladiolus oppositiflorus","pink"
"Gladiolus orchidiflorus","pink"
"Gladiolus orchidiflorus","yellow"
"Gladiolus ornatus","pink"
"Gladiolus ornatus","purple"
"Gladiolus overbergensis","orange"
"Gladiolus overbergensis","red"
"Gladiolus patersoniae","blue"
"Gladiolus patersoniae","pink"
"Gladiolus patersoniae","purple"
"Gladiolus permeabilis","blue"
"Gladiolus permeabilis","purple"
"Gladiolus permeabilis","white"
"Gladiolus permeabilis","yellow"
"Gladiolus permeabilis subsp. edulis","white"
"Gladiolus permeabilis subsp. edulis","yellow"
"Gladiolus priorii","red"
"Gladiolus gregarius","brown"
"Gladiolus gregarius","purple"
"Gladiolus gregarius","red"
"Gladiolus gregarius","white"
"Gladiolus gregarius","yellow"
"Gladiolus dalenii","brown"
"Gladiolus dalenii","green"
"Gladiolus dalenii","orange"
"Gladiolus dalenii","red"
"Gladiolus dalenii","yellow"
"Gladiolus pubigerus","green"
"Gladiolus pubigerus","yellow"
"Gladiolus pulcherrimus","orange"
"Gladiolus pulcherrimus","red"
"Gladiolus recurvus","pink"
"Gladiolus recurvus","yellow"
"Gladiolus robiliartianus","blue"
"Gladiolus robiliartianus","pink"
"Gladiolus robiliartianus","purple"
"Gladiolus robiliartianus","white"
"Gladiolus rogersii","blue"
"Gladiolus rogersii","purple"
"Gladiolus rudis","white"
"Gladiolus saundersii","red"
"Gladiolus scullyi","brown"
"Gladiolus scullyi","purple"
"Gladiolus scullyi","yellow"
"Gladiolus stefaniae","red"
"Gladiolus stellatus","purple"
"Gladiolus stellatus","white"
"Gladiolus subcaeruleus","blue"
"Gladiolus subcaeruleus","purple"
"Gladiolus subcaeruleus","white"
"Gladiolus teretifolius","red"
"Gladiolus trichonemifolius","white"
"Gladiolus trichonemifolius","yellow"
"Gladiolus tristis","white"
"Gladiolus tristis","yellow"
"Gladiolus unguiculatus","purple"
"Gladiolus unguiculatus","white"
"Gladiolus vaginatus","blue"
"Gladiolus vaginatus","pink"
"Gladiolus vaginatus","white"
"Gladiolus vandermerwei","orange"
"Gladiolus vandermerwei","red"
"Gladiolus variegatus","pink"
"Gladiolus variegatus","purple"
"Gladiolus variegatus","white"
"Gladiolus venustus","pink"
"Gladiolus venustus","purple"
"Gladiolus venustus","yellow"
"Gladiolus virescens","pink"
"Gladiolus virescens","yellow"
"Gladiolus watsonioides","red"
"Gladiolus wilsonii","pink"
"Gladiolus wilsonii","white"
"Gliricidia sepium","pink"
"Gliricidia sepium","yellow"
"Globimetula braunii","pink"
"Globimetula braunii","red"
"Globimetula cornutibracteata","pink"
"Globimetula cornutibracteata","purple"
"Globimetula cornutibracteata","red"
"Globimetula cornutibracteata","white"
"Globimetula cupulata","brown"
"Globimetula cupulata","pink"
"Globimetula cupulata","purple"
"Globimetula cupulata","red"
"Globimetula cupulata","white"
"Globimetula mweroensis","red"
"Globularia alypum","blue"
"Globularia amygdalifolia","blue"
"Globularia amygdalifolia","purple"
"Globularia amygdalifolia","white"
"Globularia arabica","blue"
"Globularia arabica","purple"
"Gloriosa superba","red"
"Gloriosa superba","yellow"
"Gloriosa flavovirens","green"
"Gloriosa flavovirens","yellow"
"Gloriosa lindenii","green"
"Gloriosa lindenii","orange"
"Gloriosa lindenii","red"
"Gloriosa lindenii","yellow"
"Gloriosa modesta","orange"
"Gloriosa modesta","yellow"
"Gloriosa superba","orange"
"Gloriosa superba","red"
"Gloriosa superba","yellow"
"Gloriosa superba","brown"
"Gloriosa superba","green"
"Gloriosa superba","orange"
"Gloriosa superba","purple"
"Gloriosa superba","red"
"Gloriosa superba","yellow"
"Glossocalyx longicuspis","white"
"Glossostelma cabrae","green"
"Glossostelma cabrae","purple"
"Glossostelma cabrae","white"
"Glossostelma carsonii","brown"
"Glossostelma carsonii","green"
"Glossostelma carsonii","purple"
"Glossostelma carsonii","yellow"
"Glossostelma mbisiense","green"
"Glossostelma mbisiense","purple"
"Glossostelma mbisiense","white"
"Glossostelma mbisiense","yellow"
"Glossostelma spathulatum","green"
"Glossostelma spathulatum","purple"
"Glottiphyllum depressum","yellow"
"Glycine max","blue"
"Glycine max","purple"
"Glycine max","white"
"Glyphaea brevis","yellow"
"Gmelina arborea","brown"
"Gmelina arborea","orange"
"Gmelina arborea","yellow"
"Gnaphalium unionis var. tweediae","white"
"Gnaphalium unionis var. tweediae","yellow"
"Gnetum africanum","green"
"Gnidia anthylloides","yellow"
"Gnidia apiculata","yellow"
"Gnidia caffra","yellow"
"Gnidia calocephala","white"
"Gnidia capitata","yellow"
"Gnidia chrysantha","orange"
"Gnidia chrysantha","red"
"Gnidia chrysantha","yellow"
"Gnidia fastigiata","blue"
"Gnidia fastigiata","white"
"Gnidia fastigiata","yellow"
"Gnidia glauca","orange"
"Gnidia glauca","yellow"
"Gnidia goetzeana","white"
"Gnidia goetzeana","yellow"
"Gnidia hockii","yellow"
"Gnidia involucrata","orange"
"Gnidia involucrata","pink"
"Gnidia involucrata","red"
"Gnidia kraussiana","orange"
"Gnidia kraussiana","yellow"
"Gnidia mollis","white"
"Gnidia mollis","yellow"
"Gnidia pinifolia","white"
"Gnidia polycephala","yellow"
"Gnidia sericea","white"
"Gomphocarpus cancellatus","green"
"Gomphocarpus cancellatus","white"
"Gomphocarpus filiformis","green"
"Gomphocarpus filiformis","white"
"Gomphocarpus fruticosus","pink"
"Gomphocarpus fruticosus","purple"
"Gomphocarpus fruticosus","red"
"Gomphocarpus fruticosus","white"
"Gomphocarpus integer","green"
"Gomphocarpus integer","pink"
"Gomphocarpus integer","white"
"Gomphocarpus physocarpus","green"
"Gomphocarpus physocarpus","white"
"Gomphocarpus praticola","orange"
"Gomphocarpus praticola","red"
"Gomphocarpus praticola","white"
"Gomphocarpus praticola","yellow"
"Gomphocarpus stenophyllus","white"
"Gomphocarpus stenophyllus","yellow"
"Gomphocarpus tomentosus","green"
"Gomphostigma virgatum","white"
"Gomphrena celosioides","white"
"Gomphrena globosa","white"
"Gongronema angolense","green"
"Gongronema angolense","white"
"Gongronema angolense","yellow"
"Gorteria corymbosa","yellow"
"Gorteria diffusa subsp. calendulacea","orange"
"Gorteria diffusa","orange"
"Gorteria diffusa subsp. diffusa","orange"
"Gorteria diffusa subsp. diffusa","yellow"
"Gossypium barbadense","yellow"
"Gossypium herbaceum","yellow"
"Gossypium hirsutum","white"
"Gossypium hirsutum","yellow"
"Gouania longipetala","white"
"Gouania longispicata","white"
"Graderia scabra","pink"
"Grandidiera boivinii","white"
"Grandidiera boivinii","yellow"
"Grangea maderaspatana","yellow"
"Greenwayodendron suaveolens","green"
"Greenwayodendron suaveolens","white"
"Greenwayodendron suaveolens","yellow"
"Grevillea robusta","orange"
"Grevillea robusta","yellow"
"Grewia avellana","white"
"Grewia damine","yellow"
"Grewia cissoides","yellow"
"Grewia coriacea","pink"
"Grewia coriacea","yellow"
"Grewia flava","orange"
"Grewia flava","yellow"
"Grewia flavescens","yellow"
"Grewia lasiodiscus","yellow"
"Grewia mollis","yellow"
"Grewia monticola","yellow"
"Grewia occidentalis","purple"
"Grewia pachycalyx","white"
"Grewia similis","blue"
"Grewia similis","pink"
"Grewia similis","purple"
"Grewia stolzii","white"
"Grewia tenax","white"
"Grielum sinuatum","green"
"Grielum sinuatum","yellow"
"Grossera macrantha","yellow"
"Grubbia tomentosa","pink"
"Guarea cedrata","green"
"Guarea cedrata","yellow"
"Guazuma ulmifolia","yellow"
"Guibourtia coleosperma","white"
"Guibourtia copallifera","white"
"Guibourtia demeusei","white"
"Guibourtia schliebenii","white"
"Guiera senegalensis","white"
"Guiera senegalensis","yellow"
"Guizotia scabra","orange"
"Guizotia scabra","yellow"
"Guizotia villosa","yellow"
"Gunnera perpensa","green"
"Gunnera perpensa","red"
"Gutenbergia eylesii","purple"
"Gymnema sylvestre","green"
"Gymnema sylvestre","yellow"
"Maytenus acuminata","green"
"Maytenus acuminata","red"
"Maytenus acuminata","white"
"Gymnosporia addat","white"
"Gymnosporia buxifolia","white"
"Gymnosporia obscura","white"
"Maytenus polyacantha","white"
"Gymnosporia putterlickioides","white"
"Gymnosporia senegalensis","white"
"Gymnosporia tenuispina","white"
"Cleome gynandra","pink"
"Cleome gynandra","white"
"Cleome gynandra","yellow"
"Gynura pseudochina","orange"
"Gynura pseudochina","yellow"
"Gynura scandens","orange"
"Gynura valeriana","orange"
"Gynura valeriana","red"
"Gynura valeriana","yellow"
"Gyrocarpus americanus","green"
"Habenaria anguiceps","green"
"Habenaria anguiceps","yellow"
"Habenaria arenaria","green"
"Habenaria cirrhata","green"
"Habenaria cirrhata","white"
"Habenaria clavata","green"
"Habenaria clavata","white"
"Habenaria clavata","yellow"
"Habenaria cornuta","green"
"Habenaria cornuta","white"
"Habenaria cornuta","yellow"
"Habenaria dives","white"
"Habenaria dregeana","green"
"Habenaria dregeana","white"
"Habenaria epipactidea","green"
"Habenaria epipactidea","white"
"Habenaria epipactidea","yellow"
"Habenaria falcicornis","green"
"Habenaria falcicornis","white"
"Habenaria filicornis","green"
"Habenaria filicornis","white"
"Habenaria genuflexa","green"
"Habenaria genuflexa","white"
"Habenaria gonatosiphon","green"
"Habenaria gonatosiphon","white"
"Habenaria holubii","green"
"Habenaria holubii","white"
"Habenaria holubii","yellow"
"Habenaria laevigata","green"
"Habenaria laevigata","white"
"Habenaria laevigata","yellow"
"Habenaria leucoceras","green"
"Habenaria leucoceras","white"
"Habenaria leucoceras","yellow"
"Habenaria lithophila","green"
"Habenaria longirostris","green"
"Habenaria longirostris","white"
"Habenaria macrostele","green"
"Habenaria macrostele","white"
"Habenaria malacophylla","green"
"Habenaria njamnjamica","green"
"Habenaria njamnjamica","white"
"Habenaria njamnjamica","yellow"
"Habenaria nyikana","green"
"Habenaria nyikana","white"
"Habenaria nyikana","yellow"
"Habenaria nyikana","green"
"Habenaria nyikana","white"
"Habenaria nyikana","yellow"
"Habenaria occlusa","green"
"Habenaria occlusa","white"
"Habenaria occlusa","yellow"
"Habenaria njamnjamica","green"
"Habenaria njamnjamica","white"
"Habenaria njamnjamica","yellow"
"Habenaria praestans","green"
"Habenaria praestans","white"
"Habenaria procera","green"
"Habenaria procera","white"
"Habenaria pseudociliosa","green"
"Habenaria pubipetala","green"
"Habenaria pubipetala","white"
"Habenaria retinervis","green"
"Habenaria retinervis","white"
"Habenaria schimperiana","green"
"Habenaria schimperiana","white"
"Habenaria tentaculigera","green"
"Habenaria tentaculigera","yellow"
"Habenaria trachypetala","green"
"Habenaria trachypetala","white"
"Habenaria tridens","green"
"Habenaria tysonii","green"
"Habenaria zambesina","white"
"Haemanthus albiflos","white"
"Haemanthus albiflos","yellow"
"Haemanthus amarylloides subsp. polyanthus","pink"
"Haemanthus barkerae","pink"
"Haemanthus barkerae","red"
"Haemanthus barkerae","white"
"Haemanthus canaliculatus","pink"
"Haemanthus canaliculatus","red"
"Haemanthus carneus","pink"
"Haemanthus carneus","white"
"Haemanthus coccineus","red"
"Haemanthus coccineus","yellow"
"Haemanthus crispus","pink"
"Haemanthus crispus","red"
"Haemanthus humilis","pink"
"Haemanthus humilis","white"
"Haemanthus montanus","white"
"Scadoxus multiflorus","orange"
"Scadoxus multiflorus","red"
"Haemanthus pubescens subsp. leipoldtii","red"
"Haemanthus sanguineus","pink"
"Haemanthus sanguineus","red"
"Haemanthus sanguineus","white"
"Hagenia abyssinica","orange"
"Hagenia abyssinica","red"
"Hagenia abyssinica","white"
"Hagenia abyssinica","yellow"
"Hakea gibbosa","white"
"Fleroya stipulosa","white"
"Fleroya stipulosa","yellow"
"Halleria lucida","orange"
"Halleria lucida","red"
"Halleria lucida","yellow"
"Halopegia azurea","blue"
"Halopegia azurea","purple"
"Hamelia patens","orange"
"Hamelia patens","red"
"Hamelia patens","yellow"
"Quassia gabonensis","white"
"Quassia gabonensis","yellow"
"Haplocarpha lyrata","purple"
"Haplocarpha lyrata","yellow"
"Haplocarpha rueppelii","yellow"
"Haplocarpha thunbergii","yellow"
"Haplocarpha thunbergii","yellow"
"Haplormosia monophylla","blue"
"Haplormosia monophylla","purple"
"Haplosciadium abyssinicum","white"
"Harpagophytum procumbens","pink"
"Harpagophytum procumbens","purple"
"Harrisonia abyssinica","white"
"Harrisonia abyssinica","yellow"
"Harungana madagascariensis","white"
"Harveya bolusii","orange"
"Harveya bolusii","red"
"Harveya capensis","pink"
"Harveya capensis","white"
"Harveya capensis","yellow"
"Harveya huttoni","pink"
"Harveya huttoni","purple"
"Harveya huttoni","white"
"Harveya pauciflora","pink"
"Harveya pumila","pink"
"Harveya pumila","purple"
"Harveya pumila","white"
"Harveya pumila","yellow"
"Harveya speciosa","blue"
"Harveya speciosa","white"
"Harveya speciosa","yellow"
"Harveya stenosiphon","red"
"Harveya stenosiphon","white"
"Haumania danckelmaniana","white"
"Haumania liebrechtsiana","white"
"Haumaniastrum caeruleum","blue"
"Haumaniastrum caeruleum","white"
"Haumaniastrum speciosum","white"
"Haumaniastrum venosum","purple"
"Haumaniastrum venosum","white"
"Haumaniastrum villosum","purple"
"Haumaniastrum villosum","white"
"Haworthia minor","white"
"Haworthia mirabilis","white"
"Haworthia variegata","white"
"Hebenstretia angolensis","brown"
"Hebenstretia angolensis","white"
"Hebenstretia dura","orange"
"Hebenstretia dura","white"
"Hebenstretia integrifolia","orange"
"Hebenstretia integrifolia","red"
"Hebenstretia integrifolia","white"
"Hedbergia longiflora","orange"
"Hedbergia longiflora","pink"
"Hedbergia longiflora","white"
"Hedbergia longiflora","yellow"
"Hedychium gardnerianum","white"
"Hedychium gardnerianum","yellow"
"Hedythyrsus thamnoideus","pink"
"Hedythyrsus thamnoideus","white"
"Heinsenia diervilleoides","pink"
"Heinsenia diervilleoides","white"
"Heinsia crinita","green"
"Heinsia crinita","white"
"Heinsia zanzibarica","white"
"Heisteria parvifolia","green"
"Helianthemum croceum","white"
"Helianthemum croceum","yellow"
"Helianthus annuus","orange"
"Helianthus annuus","yellow"
"Helichrysum adenocarpum","pink"
"Helichrysum adenocarpum","white"
"Helichrysum adenocarpum","yellow"
"Helichrysum argentissimum","pink"
"Helichrysum argentissimum","red"
"Helichrysum argentissimum","white"
"Helichrysum argyranthum","white"
"Helichrysum argyranthum","yellow"
"Helichrysum argyrophyllum","brown"
"Helichrysum argyrophyllum","yellow"
"Helichrysum argyrosphaerum","pink"
"Helichrysum argyrosphaerum","yellow"
"Helichrysum aureonitens","brown"
"Helichrysum aureonitens","yellow"
"Helichrysum aureum","white"
"Helichrysum aureum","yellow"
"Helichrysum auriceps","brown"
"Helichrysum auriceps","orange"
"Helichrysum auriceps","yellow"
"Helichrysum buchananii","yellow"
"Helichrysum ecklonis","pink"
"Helichrysum ecklonis","white"
"Helichrysum ecklonis","yellow"
"Helichrysum candolleanum","pink"
"Helichrysum candolleanum","yellow"
"Helichrysum citrispinum","white"
"Helichrysum citrispinum","yellow"
"Helichrysum confertifolium","white"
"Helichrysum cymosum","yellow"
"Helichrysum dasyanthum","yellow"
"Helichrysum densiflorum","yellow"
"Helichrysum ecklonis","pink"
"Helichrysum ecklonis","white"
"Helichrysum ecklonis","yellow"
"Helichrysum felinum","pink"
"Helichrysum felinum","white"
"Helichrysum felinum","yellow"
"Helichrysum foetidum","orange"
"Helichrysum foetidum","yellow"
"Helichrysum formosissimum","pink"
"Helichrysum formosissimum","red"
"Helichrysum formosissimum","white"
"Helichrysum formosissimum var. guilelmii","pink"
"Helichrysum formosissimum var. guilelmii","white"
"Helichrysum formosissimum var. guilelmii","yellow"
"Helichrysum forskahlii","orange"
"Helichrysum forskahlii","yellow"
"Helichrysum gariepinum","pink"
"Helichrysum gariepinum","white"
"Helichrysum gariepinum","yellow"
"Helichrysum glomeratum","yellow"
"Helichrysum gofense","brown"
"Helichrysum gofense","white"
"Helichrysum gofense","yellow"
"Helichrysum grandibracteatum","white"
"Helichrysum herbaceum","white"
"Helichrysum herbaceum","yellow"
"Helichrysum horridum","yellow"
"Helichrysum kilimanjari","brown"
"Helichrysum kilimanjari","yellow"
"Helichrysum kirkii","orange"
"Helichrysum kirkii","yellow"
"Helichrysum mechowianum","yellow"
"Helichrysum mechowianum var. ceres","yellow"
"Helichrysum meyeri-johannis","pink"
"Helichrysum meyeri-johannis","white"
"Helichrysum meyeri-johannis","yellow"
"Helichrysum mundtii","yellow"
"Helichrysum newii","white"
"Helichrysum newii","yellow"
"Helichrysum nitens","orange"
"Helichrysum nitens","yellow"
"Helichrysum nudifolium","orange"
"Helichrysum nudifolium","purple"
"Helichrysum nudifolium","red"
"Helichrysum nudifolium","white"
"Helichrysum nudifolium","yellow"
"Helichrysum nudifolium var. oxyphyllum","pink"
"Helichrysum nudifolium var. oxyphyllum","red"
"Helichrysum nudifolium var. oxyphyllum","white"
"Helichrysum nudifolium var. oxyphyllum","yellow"
"Helichrysum nudifolium var. pilosellum","yellow"
"Helichrysum obtusum","brown"
"Helichrysum obtusum","yellow"
"Helichrysum odoratissimum","brown"
"Helichrysum odoratissimum","yellow"
"Helichrysum pallidum","yellow"
"Helichrysum patulifolium","orange"
"Helichrysum patulifolium","red"
"Helichrysum patulifolium","yellow"
"Helichrysum nudifolium var. pilosellum","yellow"
"Helichrysum retortum","white"
"Helichrysum roseo-niveum","pink"
"Helichrysum roseo-niveum","white"
"Helichrysum roseo-niveum","yellow"
"Helichrysum schimperi","white"
"Helichrysum schimperi","yellow"
"Helichrysum sessilioides","pink"
"Helichrysum sessilioides","white"
"Helichrysum sessilioides","yellow"
"Helichrysum setosum","brown"
"Helichrysum setosum","yellow"
"Helichrysum splendidum","yellow"
"Helichrysum subfalcatum","yellow"
"Helichrysum sulfureofuscum","brown"
"Helichrysum sulfureofuscum","white"
"Helichrysum sulfureofuscum","yellow"
"Helichrysum sutherlandii","white"
"Helichrysum umbraculigerum","yellow"
"Heliconia psittacorum","green"
"Heliconia psittacorum","orange"
"Helinus integrifolius","green"
"Helinus integrifolius","white"
"Helinus integrifolius","yellow"
"Helinus mystacinus","white"
"Heliophila africana","blue"
"Heliophila africana","purple"
"Heliophila elongata","white"
"Heliophila elongata","yellow"
"Heliophila rigidiuscula","blue"
"Heliophila rigidiuscula","pink"
"Heliophila rigidiuscula","purple"
"Heliophila rigidiuscula","white"
"Heliophila subulata","blue"
"Heliophila subulata","pink"
"Heliophila subulata","purple"
"Heliotropium bacciferum","white"
"Heliotropium curassavicum","green"
"Heliotropium curassavicum","yellow"
"Heliotropium indicum","pink"
"Heliotropium indicum","white"
"Heliotropium pterocarpum","white"
"Heliotropium pterocarpum","yellow"
"Heliotropium steudneri","white"
"Heliotropium steudneri","yellow"
"Heliotropium tubulosum","brown"
"Heliotropium tubulosum","yellow"
"Helixanthera mannii","white"
"Heracleum sphondylium subsp. suaveolens","white"
"Heracleum sphondylium subsp. suaveolens","white"
"Herderia truncata","purple"
"Hermannia affinis","pink"
"Hermannia affinis","purple"
"Hermannia affinis","red"
"Hermannia bicolor","purple"
"Hermannia bicolor","white"
"Hermannia burchellii","pink"
"Hermannia comosa","pink"
"Hermannia comosa","yellow"
"Hermannia flammula","red"
"Hermannia gariepina","purple"
"Hermannia gariepina","red"
"Hermannia hyssopifolia","green"
"Hermannia juttae","orange"
"Hermannia juttae","yellow"
"Hermannia minimifolia","brown"
"Hermannia minimifolia","pink"
"Hermannia minimifolia","purple"
"Hermannia minimifolia","red"
"Hermannia modesta","pink"
"Hermannia modesta","purple"
"Hermannia modesta","red"
"Hermannia stricta","pink"
"Hermannia stricta","purple"
"Hermannia tomentosa","pink"
"Hermannia tomentosa","white"
"Hermannia tomentosa","yellow"
"Hermas villosa","white"
"Hermas villosa","yellow"
"Hermbstaedtia glauca","pink"
"Hermbstaedtia odorata","pink"
"Hermbstaedtia odorata","white"
"Disa baurii","blue"
"Disa baurii","purple"
"Disa baurii","blue"
"Disa baurii","purple"
"Hesperantha bachmannii","white"
"Hesperantha baurii","pink"
"Hesperantha candida","pink"
"Hesperantha candida","white"
"Hesperantha coccinea","pink"
"Hesperantha coccinea","red"
"Hesperantha coccinea","white"
"Hesperantha falcata","white"
"Hesperantha falcata","yellow"
"Hesperantha fibrosa","purple"
"Hesperantha fibrosa","white"
"Hesperantha grandiflora","pink"
"Hesperantha huttonii","pink"
"Hesperantha huttonii","white"
"Hesperantha longituba","pink"
"Hesperantha longituba","white"
"Hesperantha pilosa","blue"
"Hesperantha pilosa","purple"
"Hesperantha pilosa","white"
"Hesperantha pulchra","pink"
"Hesperantha radiata","white"
"Hesperantha radiata","yellow"
